Name,CodigoProvincia,CCAA,Population,TotalCensus,AbstentionPtge,AbstencionAlta,Izda_Pct,Dcha_Pct,Otros_Pct,Izquierda,Derecha,Age_0-4_Ptge,Age_under19_Ptge,Age_19_65_pct,Age_over65_pct,WomanPopulationPtge,ForeignersPtge,SameComAutonPtge,SameComAutonDiffProvPtge,DifComAutonPtge,UnemployLess25_Ptge,Unemploy25_40_Ptge,UnemployMore40_Ptge,AgricultureUnemploymentPtge,IndustryUnemploymentPtge,ConstructionUnemploymentPtge,ServicesUnemploymentPtge,totalEmpresas,Industria,Construccion,ComercTTEHosteleria,Servicios,ActividadPpal,inmuebles,Pob2010,SUPERFICIE,Densidad,PobChange_pct,PersonasInmueble,Explotaciones
Aguilar del Río Alhama,26,Rioja,509,413,19.855,0,29.909,68.278,0.604,0,1,2.947,13.163,50.296,36.543,50.491,9.63,71.316,0,15.521,8.696,39.13,52.174,0,56.522,0,39.13,40,0,0,0,0,Otro,672,573,6615.4241,MuyBaja,-11.17,0.76,77
Ajamil de Cameros,26,Rioja,71,67,25.373,0,14,86,0,0,1,0,0,76.055,23.943,33.803,0,90.141,0,8.451,0,0,0,0,0,0,0,0,0,0,0,0,Otro,51,61,2303.4541,MuyBaja,16.39,1.39,12
Albelda de Iregua,26,Rioja,3284,2381,32.885,1,37.61,58.323,1.314,0,1,4.659,19.946,60.351,19.702,48.66,12.85,69.306,0,14.068,3.077,51.282,45.641,14.872,23.077,9.744,49.231,227,36,34,71,86,Servicios,"2,844","3,291",2023.5449,Baja,-0.21,1.15,129
Alberite,26,Rioja,2456,1800,21.167,0,44.327,52.36,1.762,0,1,4.723,20.521,61.035,18.446,49.634,11.65,75.529,0,12.907,1.935,47.742,50.323,9.677,10.323,13.548,57.419,183,26,37,64,56,ComercTTEHosteleria,"1,620","2,676",3108.13,MuyBaja,-8.22,1.52,125
Alcanadre,26,Rioja,710,511,24.853,0,53.385,43.229,1.042,1,0,2.394,14.225,55.491,30.283,46.901,15.35,66.901,0,16.479,5.263,26.316,68.421,10.526,36.842,0,52.632,44,0,0,0,0,Otro,685,764,3908.3206,MuyBaja,-7.07,1.04,114
Aldeanueva de Ebro,26,Rioja,2779,1860,24.785,0,41.244,57.04,0.5,0,1,5.829,21.411,55.955,22.634,48.039,18.89,74.235,0,8.096,3.226,53.763,43.011,41.935,23.656,2.151,26.882,142,31,18,58,35,ComercTTEHosteleria,"1,519","2,819",1716.6093,Baja,-1.42,1.83,238
Alesanco,26,Rioja,505,401,18.953,0,45.231,51.385,0.923,0,1,2.574,13.068,57.823,29.11,46.931,-2.28,74.851,0,16.436,0,52,48,16,20,16,44,40,0,0,0,0,Otro,627,509,649.1888,MuyBaja,-0.79,0.81,92
Alesón,26,Rioja,124,93,13.978,0,27.5,70,0,0,1,3.226,12.903,55.646,31.451,40.323,8.87,82.258,0,10.484,0,33.333,66.667,100,0,0,0,28,0,0,0,0,Otro,92,116,19411.8353,MuyBaja,6.9,1.35,31
Alfaro,26,Rioja,9568,7321,29.887,0,42.373,54.53,1.383,0,1,4.975,18.563,61.192,20.244,49.54,9.12,68.186,0,20.694,6.162,40.141,53.697,12.676,32.746,5.282,45.951,632,86,93,241,212,ComercTTEHosteleria,"5,809","9,813",2810.5763,Baja,-2.5,1.65,599
Almarza de Cameros,26,Rioja,22,23,0,0,26.086,69.565,0,0,1,4.545,4.545,77.272,18.181,36.364,4.55,90.909,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,Otro,50,25,505.0872,MuyBaja,-12,0.44,6
Anguciana,26,Rioja,453,347,28.242,0,48.594,44.98,4.418,1,0,3.532,19.206,60.928,19.868,45.475,7.51,49.007,0,40.177,3.333,43.333,53.333,23.333,10,3.333,63.333,27,0,0,0,0,Otro,881,510,9090.89,MuyBaja,-11.18,0.51,19
Anguiano,26,Rioja,537,474,31.013,1,50.764,46.483,1.529,1,0,2.235,8.195,44.321,47.486,43.575,3.72,86.592,0,10.242,8.333,33.333,58.333,0,25,0,75,24,0,0,0,0,Otro,634,540,838.6763,MuyBaja,-0.56,0.85,30
Arenzana de Abajo,26,Rioja,232,196,19.388,0,23.418,71.519,3.165,0,1,2.155,15.516,39.655,44.828,47.845,9.48,89.224,0,3.017,0,55.556,44.444,44.444,11.111,0,44.444,22,0,0,0,0,Otro,270,292,592.4093,MuyBaja,-20.55,0.86,68
Arenzana de Arriba,26,Rioja,33,28,10.714,0,36,56,0,0,1,0,3.03,54.546,42.425,36.364,0,84.848,0,15.152,0,0,0,0,0,0,0,0,0,0,0,0,Otro,49,36,4833.4235,MuyBaja,-8.33,0.67,19
Arnedillo,26,Rioja,468,381,23.097,0,60.751,36.177,1.365,1,0,3.419,14.53,61.538,23.932,50,6.84,64.957,0,25.641,4,48,48,0,16,0,80,25,0,0,0,0,Otro,576,482,8539.9786,MuyBaja,-2.9,0.81,32
Arnedo,26,Rioja,14597,10477,23.136,0,47.759,49.248,0.981,0,1,4.837,20.497,61.328,18.175,50.524,13.18,73.899,0,11.722,6.234,39.61,54.156,4.805,45.974,3.506,40.26,"1,100",234,114,426,326,ComercTTEHosteleria,"9,010","14,425",729.43,Alta,1.19,1.62,379
Arrúbal,26,Rioja,481,355,22.817,0,40.876,55.475,2.19,0,1,6.653,19.543,57.797,22.661,46.57,15.18,70.062,0,14.345,0,33.333,66.667,11.111,37.037,0,51.852,72,0,0,0,0,Otro,338,487,5657.5395,MuyBaja,-1.23,1.42,29
Ausejo,26,Rioja,796,476,26.681,0,29.513,64.756,2.006,0,1,3.392,16.332,60.427,23.242,46.734,-4.6,63.065,0,8.543,8.333,41.667,50,41.667,8.333,0,41.667,36,0,0,0,0,Otro,473,"1,110",8528.368,MuyBaja,-28.29,1.68,160
Autol,26,Rioja,4427,2827,25.787,0,33.842,63.108,1.287,0,1,5.444,20.397,62.323,17.28,49.966,24.42,63.519,0,10.413,4.265,46.919,48.815,22.749,20.853,4.739,49.289,266,36,32,99,99,ComercTTEHosteleria,"2,615","4,385",1183.6469,Baja,0.96,1.69,291
Azofra,26,Rioja,205,198,17.172,0,15.854,82.318,0.61,0,1,0,0.488,50.73,48.78,47.317,-2.84,91.707,0,5.854,18.182,36.364,45.455,45.455,0,0,45.455,8,0,0,0,0,Otro,293,263,2068.6472,MuyBaja,-22.05,0.7,70
Badarán,26,Rioja,534,469,23.667,0,37.71,60.056,1.117,0,1,2.434,9.737,53.183,37.079,50.187,4.87,82.022,0,13.296,6.25,43.75,50,50,18.75,0,25,47,0,0,0,0,Otro,577,626,2958.9571,MuyBaja,-14.7,0.93,89
Bañares,26,Rioja,284,228,20.614,0,39.779,58.563,1.657,0,1,2.113,8.803,51.408,39.788,49.296,-5.07,78.873,0,13.732,0,45.455,54.545,18.182,27.273,0,54.545,29,0,0,0,0,Otro,298,321,923.0454,MuyBaja,-11.53,0.95,80
Baños de Río Tobía,26,Rioja,1621,1321,21.347,0,36.574,60.635,0.866,0,1,3.393,16.595,60.765,22.64,50.031,5.86,86.366,0,7.403,5.405,35.135,59.459,9.459,27.027,4.054,56.757,153,22,29,56,46,ComercTTEHosteleria,"1,237","1,727",1527.2945,Baja,-6.14,1.31,46
Baños de Rioja,26,Rioja,92,87,18.391,0,50.704,45.07,1.408,1,0,0,7.609,52.176,40.218,41.304,2.17,67.391,0,27.174,0,28.571,71.429,42.857,14.286,0,42.857,7,0,0,0,0,Otro,151,83,1759.1544,MuyBaja,10.84,0.61,21
Berceo,26,Rioja,172,157,28.662,0,38.393,57.142,0.893,0,1,0,5.232,52.328,42.442,35.465,3.49,88.953,0,7.558,0,0,100,0,50,50,0,8,0,0,0,0,Otro,196,184,2709.1081,MuyBaja,-6.52,0.88,16
Bergasa,26,Rioja,152,134,15.672,0,28.318,70.797,0,0,1,0.658,7.237,57.894,34.868,44.737,3.95,86.184,0,9.868,0,37.5,62.5,0,25,12.5,62.5,9,0,0,0,0,Otro,206,164,970.4084,MuyBaja,-7.32,0.74,71
Bergasillas Bajera,26,Rioja,39,37,13.514,0,43.75,56.25,0,0,1,0,0,66.666,33.333,48.718,5.13,84.615,0,12.821,0,0,0,0,0,0,0,0,0,0,0,0,Otro,61,34,461.9383,MuyBaja,14.71,0.64,16
Bezares,26,Rioja,15,16,0,0,6.25,87.5,0,0,1,6.667,13.334,60,26.667,46.667,6.67,93.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otro,29,17,466.227,MuyBaja,-11.76,0.52,7
Bobadilla,26,Rioja,120,106,21.698,0,48.192,49.397,2.41,0,1,0,5,61.668,33.333,47.5,6.67,86.667,0,6.667,14.286,28.571,57.143,28.571,28.571,0,42.857,9,0,0,0,0,Otro,122,128,4614.7012,MuyBaja,-6.25,0.98,13
Brieva de Cameros,26,Rioja,53,51,19.608,0,48.78,43.902,2.439,1,0,0,1.887,58.492,39.623,35.849,1.89,79.245,0,18.868,0,0,0,0,0,0,0,0,0,0,0,0,Otro,127,58,243.7681,MuyBaja,-8.62,0.42,9
Briñas,26,Rioja,210,170,22.353,0,52.273,42.424,2.273,1,0,1.429,22.381,53.809,23.81,51.905,0.48,69.524,0,29.524,0,20,80,0,0,20,80,20,0,0,0,0,Otro,,252,3771.7157,MuyBaja,-16.67,,10
Briones,26,Rioja,835,654,24.006,0,48.692,48.692,0.805,0,0,3.593,14.371,57.244,28.383,46.587,8.62,69.341,0,22.036,5,50,45,10,10,10,65,55,0,0,0,0,Otro,"1,007",867,1201.1426,?,-3.69,0.83,137
Cabezón de Cameros,26,Rioja,16,17,29.412,0,50,41.667,0,1,0,0,0,62.5,37.5,25,-0.01,93.75,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,Otro,46,24,9356.92,MuyBaja,-33.33,0.35,12
Calahorra,26,Rioja,23955,16986,29.707,0,36.884,59.582,1.943,0,1,5.181,20.572,61.242,18.188,50.895,13.4,62.083,0,20.827,6.502,44.664,48.834,10.035,22.756,4.947,56.325,"1,642",160,194,689,599,ComercTTEHosteleria,"14,046","24,876",2044.7993,Alta,-3.7,1.71,386
Camprovín,26,Rioja,154,128,15.625,0,47.222,50.926,0,0,1,0,9.091,48.052,42.857,43.506,9.74,80.519,0,6.494,0,41.667,58.333,41.667,8.333,0,50,12,0,0,0,0,Otro,186,169,5443.8519,MuyBaja,-8.88,0.83,45
Canales de la Sierra,26,Rioja,97,89,23.596,0,50,44.118,4.412,1,0,0,2.062,62.887,35.05,36.082,1.03,87.629,0,11.34,0,66.667,33.333,33.333,0,33.333,33.333,0,0,0,0,0,Otro,195,72,360.3819,MuyBaja,34.72,0.5,7
Canillas de Río Tuerto,26,Rioja,38,39,10.256,0,34.285,60,0,0,1,0,2.632,50,47.368,52.632,2.63,89.474,0,7.895,0,0,0,0,0,0,0,0,0,0,0,0,Otro,92,43,971.7658,MuyBaja,-11.63,0.41,10
Cañas,26,Rioja,92,70,14.286,0,23.333,73.334,3.333,0,1,2.174,10.87,43.48,45.654,48.913,19.57,61.957,0,15.217,0,100,0,0,0,0,0,8,0,0,0,0,Otro,85,93,398.2592,MuyBaja,-1.08,1.08,28
Cárdenas,26,Rioja,162,132,30.303,1,21.739,73.913,3.261,0,1,0,9.876,43.827,46.296,47.531,8.03,86.42,0,4.938,0,60,40,80,0,0,20,6,0,0,0,0,Otro,157,178,812.7565,MuyBaja,-8.99,1.03,39
Casalarreina,26,Rioja,1190,834,23.861,0,50.394,46.457,0.787,1,0,3.529,18.739,59.327,21.932,48.655,18.4,47.479,0,32.269,6.154,44.615,49.231,27.692,10.769,6.154,52.308,74,9,20,29,16,ComercTTEHosteleria,"1,869","1,373",1090.5924,Baja,-13.33,0.64,35
Castañares de Rioja,26,Rioja,439,365,20,0,46.918,47.945,1.027,0,1,1.822,10.934,56.493,32.575,50.342,7.29,63.781,0,27.335,0,39.286,60.714,10.714,7.143,25,53.571,40,0,0,0,0,Otro,"1,073",533,2075.2422,MuyBaja,-17.64,0.41,26
Castroviejo,26,Rioja,68,52,11.538,0,39.131,58.695,2.174,0,1,0,4.412,76.471,19.118,41.176,14.71,77.941,0,7.353,0,0,0,0,0,0,0,0,0,0,0,0,Otro,69,57,1243.406,MuyBaja,19.3,0.99,6
Cellorigo,26,Rioja,12,12,0,0,58.333,41.666,0,1,0,0,0,74.999,25,58.333,0,83.333,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,Otro,40,13,3176.3727,MuyBaja,-7.69,0.3,7
Cenicero,26,Rioja,2028,1581,25.68,0,40.255,56.936,1.106,0,1,3.945,15.779,57.495,26.725,49.753,9.32,76.282,0,13.757,7.207,36.937,55.856,33.333,11.712,5.405,45.946,127,26,11,51,39,ComercTTEHosteleria,"1,684","2,119",15258,MuyBaja,-4.29,1.2,209
Cervera del Río Alhama,26,Rioja,2427,1947,18.952,0,42.205,55.64,0.697,0,1,2.596,14.504,52.617,32.88,49.32,6.76,77.833,0,13.473,4.211,46.316,49.474,9.474,45.263,6.316,35.789,163,28,35,71,29,ComercTTEHosteleria,"2,459","2,826",1579.6428,Baja,-14.12,0.99,280
Cidamón,26,Rioja,27,22,0,0,40.909,59.091,0,0,1,0,11.111,66.666,22.222,44.444,0,62.963,0,37.037,0,0,0,0,0,0,0,0,0,0,0,0,Otro,23,37,975.9682,MuyBaja,-27.03,1.17,11
Cihuri,26,Rioja,226,172,27.326,0,24,70.4,2.4,0,1,2.655,12.832,63.717,23.45,48.673,10.62,50.885,0,37.168,0,20,80,40,20,0,40,19,0,0,0,0,Otro,516,215,1214.5164,MuyBaja,5.12,0.44,36
Cirueña,26,Rioja,130,113,22.124,0,28.409,67.046,1.136,0,1,1.538,9.23,53.846,36.922,35.385,3.08,69.231,0,26.154,0,0,100,0,66.667,0,0,22,0,0,0,0,Otro,135,137,1965.8804,MuyBaja,-5.11,0.96,34
Clavijo,26,Rioja,307,239,19.247,0,29.016,67.875,1.554,0,1,4.886,13.355,67.427,19.219,42.671,5.54,73.616,0,14.984,9.091,63.636,27.273,0,9.091,0,81.818,27,0,0,0,0,Otro,198,280,459.6574,MuyBaja,9.64,1.55,54
Cordovín,26,Rioja,167,154,21.429,0,29.752,66.116,0.826,0,1,1.198,1.198,58.682,40.12,50.898,3.59,93.413,0,2.994,0,50,50,25,25,0,50,19,0,0,0,0,Otro,157,189,819.6077,MuyBaja,-11.64,1.06,40
Corera,26,Rioja,253,208,19.231,0,42.262,51.786,0.595,0,1,4.348,13.834,59.684,26.482,46.64,9.49,75.099,0,17.391,6.667,46.667,46.667,6.667,13.333,13.333,66.667,20,0,0,0,0,Otro,258,275,8053.7132,MuyBaja,-8,0.98,39
Cornago,26,Rioja,355,320,17.812,0,41.825,54.752,0.76,0,1,0.845,9.859,47.886,42.253,43.099,1.69,89.014,0,8.451,14.286,14.286,71.429,0,14.286,14.286,71.429,6,0,0,0,0,Otro,467,453,841.4936,MuyBaja,-21.63,0.76,107
Corporales,26,Rioja,47,39,17.949,0,31.25,68.75,0,0,1,0,6.383,48.938,44.681,46.809,2.13,85.106,0,12.766,0,0,100,0,0,0,0,0,0,0,0,0,Otro,76,35,1916.8322,MuyBaja,34.29,0.62,23
Cuzcurrita de Río Tirón,26,Rioja,507,419,19.332,0,47.042,48.817,2.071,0,1,3.156,11.046,61.934,27.022,45.365,7.5,63.511,0,28.402,0,57.143,42.857,0,28.571,0,71.429,36,0,0,0,0,Otro,642,554,1129.2568,MuyBaja,-8.48,0.79,81
Daroca de Rioja,26,Rioja,54,48,20.833,0,42.106,57.895,0,0,1,0,5.556,68.519,25.927,35.185,1.85,81.481,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,Otro,63,59,6968.5776,MuyBaja,-8.47,0.86,7
El Rasillo de Cameros,26,Rioja,151,118,13.559,0,41.176,55.883,2.941,0,1,1.325,13.908,64.239,21.856,47.682,13.25,70.199,0,17.219,0,66.667,33.333,0,0,0,100,14,0,0,0,0,Otro,268,150,840.6021,MuyBaja,0.67,0.56,5
El Redal,26,Rioja,143,126,14.286,0,33.333,63.888,0,0,1,3.497,5.595,49.651,44.755,44.056,5.59,84.615,0,9.79,50,50,0,50,0,0,0,9,0,0,0,0,Otro,,159,3458.0488,MuyBaja,-10.06,,57
El Villar de Arnedo,26,Rioja,629,446,26.009,0,32.727,64.243,1.212,0,1,4.134,17.17,50.395,32.432,48.649,15.26,68.839,0,15.262,0,33.333,66.667,12.5,50,0,29.167,39,0,0,0,0,Otro,455,665,1199.3842,MuyBaja,-5.41,1.38,98
Enciso,26,Rioja,166,154,24.675,0,37.069,62.069,0,0,1,3.012,7.831,64.457,27.712,37.952,6.63,75.301,0,17.47,0,25,75,25,0,37.5,37.5,18,0,0,0,0,Otro,313,162,2103.1258,MuyBaja,2.47,0.53,13
Entrena,26,Rioja,1489,1125,26.4,0,35.99,60.749,0.725,0,1,4.97,19.14,59.235,21.625,48.556,10.21,73.606,0,14.372,6.024,51.807,42.169,24.096,12.048,8.434,49.398,102,15,17,51,19,ComercTTEHosteleria,923,"1,490",1614.3011,MuyBaja,-0.07,1.61,169
Estollo,26,Rioja,91,84,26.19,0,33.871,59.678,3.226,0,1,0,1.099,58.242,40.661,35.165,4.4,76.923,0,15.385,0,0,100,25,25,50,0,9,0,0,0,0,Otro,123,96,14284.9993,MuyBaja,-5.21,0.74,15
Ezcaray,26,Rioja,2050,1565,25.879,0,43.965,51.897,1.379,0,1,4.098,17.416,61.416,21.172,47.756,12.49,66.146,0,20.634,1.493,37.313,61.194,5.97,25.373,7.463,58.209,210,19,33,85,73,ComercTTEHosteleria,"4,807","2,098",2272.1344,MuyBaja,-2.29,0.43,21
Foncea,26,Rioja,99,89,19.101,0,18.055,77.778,0,0,1,3.03,11.11,56.568,32.324,47.475,0,51.515,0,48.485,0,66.667,33.333,66.667,33.333,0,0,0,0,0,0,0,Otro,96,109,1699.9494,MuyBaja,-9.17,1.03,21
Fonzaleche,26,Rioja,146,124,24.194,0,35.106,60.638,2.128,0,1,0,4.11,66.439,29.452,33.562,11.64,54.795,0,31.507,0,33.333,66.667,33.333,33.333,0,33.333,4,0,0,0,0,Otro,248,147,3427.3258,MuyBaja,-0.68,0.59,41
Fuenmayor,26,Rioja,3146,2275,27.077,0,43.4,52.743,1.567,0,1,4.99,21.233,61.696,17.07,49.428,8.11,66.147,0,23.776,5.806,34.194,60,20.645,15.484,5.161,55.484,208,42,30,71,65,ComercTTEHosteleria,"1,913","3,219",1543.6681,Baja,-2.27,1.64,159
Galbárruli,26,Rioja,46,50,14,0,13.954,81.395,2.326,0,1,0,8.696,58.698,32.609,32.609,0,65.217,0,32.609,0,0,0,0,0,0,0,0,0,0,0,0,Otro,79,64,974.4919,MuyBaja,-28.13,0.58,17
Galilea,26,Rioja,363,251,19.92,0,25.87,68.159,1.99,0,1,3.03,17.079,60.331,22.589,49.036,13.5,67.218,0,19.559,0,35.714,64.286,7.143,7.143,0,78.571,15,0,0,0,0,Otro,278,394,1117.0465,MuyBaja,-7.87,1.31,30
Gallinero de Cameros,26,Rioja,25,22,31.818,1,20,73.334,0,0,1,0,16,40,44,32,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Otro,28,26,400.2494,MuyBaja,-3.85,0.89,3
Gimileo,26,Rioja,127,80,23.75,0,49.18,47.541,1.639,1,0,7.087,17.324,62.991,19.685,44.882,18.11,53.543,0,28.346,0,60,40,0,20,40,40,9,0,0,0,0,Otro,121,171,3101.3448,MuyBaja,-25.73,1.05,20
Grañón,26,Rioja,279,236,17.797,0,30.928,65.98,0.515,0,1,1.434,6.81,46.595,46.595,44.444,6.81,82.796,0,11.111,0,16.667,83.333,33.333,33.333,33.333,0,18,0,0,0,0,Otro,411,315,3100.2666,MuyBaja,-11.43,0.68,68
Grávalos,26,Rioja,208,183,16.393,0,29.411,69.281,0.654,0,1,1.923,8.173,52.403,39.424,48.077,6.25,87.5,0,6.731,0,25,75,0,75,0,25,10,0,0,0,0,Otro,217,237,4053.3013,MuyBaja,-12.24,0.96,45
Haro,26,Rioja,11414,8491,31.292,1,45.594,49.949,2.4,0,1,4.792,20.597,61.093,18.31,50.482,9.23,59.751,0,28.632,6.499,42.042,51.459,20.557,14.058,7.029,54.642,837,67,123,339,308,ComercTTEHosteleria,"9,101","11,960",1721.3165,Alta,-4.57,1.25,90
Herce,26,Rioja,340,281,9.609,0,46.456,51.968,1.575,0,1,0.588,12.941,60.001,27.058,47.647,-5.98,85.588,0,11.471,25,25,50,12.5,12.5,0,75,20,0,0,0,0,Otro,250,370,1087.6892,MuyBaja,-8.11,1.36,78
Herramélluri,26,Rioja,109,97,19.588,0,51.282,48.718,0,1,0,0,7.34,52.293,40.368,44.954,4.59,68.807,0,26.606,0,0,100,37.5,12.5,25,25,4,0,0,0,0,Otro,162,89,1414.0746,MuyBaja,22.47,0.67,18
Hervías,26,Rioja,118,105,18.095,0,32.558,62.791,2.326,0,1,2.542,7.626,43.22,49.152,51.695,2.54,84.746,0,11.864,0,75,25,0,0,0,100,5,0,0,0,0,Otro,242,153,1585.6562,MuyBaja,-22.88,0.49,39
Hormilla,26,Rioja,455,329,18.845,0,40.075,56.929,1.124,0,1,4.835,16.483,53.627,29.89,46.154,15.17,76.923,0,11.209,5,45,50,45,5,0,35,25,0,0,0,0,Otro,316,453,744.3876,MuyBaja,0.44,1.44,77
Hormilleja,26,Rioja,150,129,17.054,0,36.448,62.617,0,0,1,1.333,8.666,50.001,41.334,50.667,-0.52,76.667,0,14.667,0,40,60,20,20,40,20,11,0,0,0,0,Otro,131,170,1190.1476,MuyBaja,-11.76,1.15,33
Hornillos de Cameros,26,Rioja,31,22,0,0,22.727,68.182,0,0,1,0,3.226,64.516,32.258,48.387,0,74.194,0,25.806,0,0,0,0,0,0,0,0,0,0,0,0,Otro,20,13,740.3489,MuyBaja,138.46,1.55,6
Hornos de Moncalvillo,26,Rioja,91,82,14.634,0,44.286,55.715,0,0,1,1.099,3.297,61.54,35.165,38.462,7.69,82.418,0,8.791,0,0,100,100,0,0,0,0,0,0,0,0,Otro,108,96,2148.275,MuyBaja,-5.21,0.84,28
Huércanos,26,Rioja,852,634,17.981,0,28.846,67.308,1.538,0,1,3.052,14.672,55.399,29.929,46.362,13.03,79.108,0,9.272,2.041,48.98,48.98,48.98,12.245,6.122,28.571,30,0,0,0,0,Otro,621,927,5424.9466,MuyBaja,-8.09,1.37,190
Igea,26,Rioja,612,472,17.161,0,26.598,72.379,0.512,0,1,2.614,13.889,52.288,33.824,44.608,12.91,73.203,0,13.889,5.882,29.412,64.706,41.176,29.412,2.941,26.471,21,0,0,0,0,Otro,640,744,842.5264,MuyBaja,-17.74,0.96,158
Jalón de Cameros,26,Rioja,18,16,12.5,0,14.286,85.714,0,0,1,0,0,55.558,44.446,44.444,5.56,94.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otro,39,29,4159.9894,MuyBaja,-37.93,0.46,8
Laguna de Cameros,26,Rioja,128,112,22.321,0,35.632,63.218,0,0,1,0.781,7.032,52.345,40.625,42.188,4.69,87.5,0,8.594,0,50,50,0,100,0,0,6,0,0,0,0,Otro,172,139,3429.7252,MuyBaja,-7.91,0.74,22
Lagunilla del Jubera,26,Rioja,327,284,27.817,0,40,57.073,1.951,0,1,1.223,6.421,54.435,39.144,44.343,3.06,77.982,0,18.349,0,37.5,62.5,12.5,0,0,62.5,10,0,0,0,0,Otro,301,320,2061.9701,MuyBaja,2.19,1.09,52
Lardero,26,Rioja,9448,6696,25.149,0,33.18,62.53,2.454,0,1,6.541,23.222,65.104,11.674,49.323,11.37,64.215,0,22.11,3.922,54.367,41.711,3.743,16.043,6.595,68.627,801,63,117,281,340,Servicios,"6,161","8,118",1213.2065,Alta,16.38,1.53,120
Ledesma de la Cogolla,26,Rioja,18,16,6.25,0,0,93.333,0,0,1,0,0,66.667,33.335,27.778,11.11,83.333,0,5.556,0,0,100,0,50,0,50,0,0,0,0,0,Otro,52,21,1271.0046,MuyBaja,-14.29,0.35,5
Leiva,26,Rioja,277,201,23.881,0,28.758,64.706,1.961,0,1,1.444,14.079,49.457,36.461,48.736,13,63.177,0,23.105,0,75,25,0,25,25,50,17,0,0,0,0,Otro,,292,1112.4796,?,-5.14,,26
Leza de Río Leza,26,Rioja,38,37,13.514,0,43.75,50,3.125,0,1,0,2.632,44.737,52.632,42.105,2.63,78.947,0,18.421,0,0,0,0,0,0,0,0,0,0,0,0,Otro,50,52,7891.562,MuyBaja,-26.92,0.76,11
Logroño,26,Rioja,151344,110582,24.968,0,40.841,55.468,2.036,0,1,5.019,20.038,61.292,18.67,52.374,11.49,64.26,0,21.615,4.843,42.486,52.672,9.002,16.203,7.731,60.874,"11,411",636,"1,353","3,699","5,723",Servicios,"86,500","152,650",14290.9671,Alta,-0.86,1.75,242
Lumbreras,26,Rioja,163,161,9.317,0,20.548,79.452,0,0,1,0,1.839,49.077,49.078,34.969,0,89.571,0,9.816,0,50,50,50,0,25,25,0,0,0,0,0,Otro,164,164,616.455,MuyBaja,-0.61,0.99,19
Manjarrés,26,Rioja,117,107,14.019,0,23.913,73.913,0,0,1,0,6.838,52.993,40.171,39.316,3.42,85.47,0,11.966,0,0,100,0,0,0,100,5,0,0,0,0,Otro,98,152,8475.5234,MuyBaja,-23.03,1.19,38
Mansilla de la Sierra,26,Rioja,71,53,26.415,0,48.718,48.718,0,0,0,2.817,16.901,57.747,25.351,30.986,7.04,78.873,0,14.085,0,0,100,0,0,0,100,0,0,0,0,0,Otro,79,65,1791.2643,MuyBaja,9.23,0.9,10
Manzanares de Rioja,26,Rioja,83,83,15.663,0,24.286,74.285,1.429,0,1,0,1.205,49.398,49.398,39.759,0,84.337,0,15.663,0,0,100,0,0,0,100,0,0,0,0,0,Otro,110,106,2564.8631,MuyBaja,-21.7,0.75,21
Matute,26,Rioja,109,100,17,0,72.289,25.301,1.205,1,0,0,2.752,54.128,43.118,49.541,3.67,84.404,0,11.009,0,66.667,33.333,0,33.333,0,66.667,4,0,0,0,0,Otro,200,146,745.6294,MuyBaja,-25.34,0.55,18
Medrano,26,Rioja,316,245,22.449,0,39.473,58.947,1.053,0,1,5.696,19.936,57.277,22.785,46.835,4.11,74.367,0,20.886,0,22.222,77.778,11.111,33.333,0,55.556,20,0,0,0,0,Otro,288,302,5418.5661,MuyBaja,4.64,1.1,28
Munilla,26,Rioja,116,88,17.045,0,45.206,52.055,1.37,0,1,1.724,10.344,71.551,18.102,50,7.76,50,0,37.069,0,45.455,54.545,0,18.182,18.182,63.636,9,0,0,0,0,Otro,273,132,4606.4112,MuyBaja,-12.12,0.42,10
Murillo de Río Leza,26,Rioja,1708,1264,20.649,0,43.071,54.238,0.598,0,1,5.152,19.204,56.497,24.297,49.063,12.88,75.117,0,11.827,3.96,46.535,49.505,17.822,19.802,3.96,52.475,86,7,17,37,25,ComercTTEHosteleria,,"1,828",3090.0173,MuyBaja,-6.56,,179
Muro de Aguas,26,Rioja,58,49,10.204,0,40.909,56.818,0,0,1,0,5.172,53.448,41.378,39.655,0,79.31,0,18.966,0,0,0,0,0,0,0,7,0,0,0,0,Otro,145,58,1598.5209,MuyBaja,0,0.4,15
Muro en Cameros,26,Rioja,48,44,18.182,0,44.445,50,2.778,0,1,0,0,72.916,27.084,37.5,4.17,87.5,0,6.25,0,100,0,0,0,50,50,0,0,0,0,0,Otro,,36,3743.8201,MuyBaja,33.33,,23
Nájera,26,Rioja,8185,6111,26.591,0,38.966,57.891,1.382,0,1,4.484,19.622,61.564,18.815,50.568,10.09,75.455,0,14.417,7.014,40.827,52.158,16.906,17.986,3.237,57.914,666,71,84,281,230,ComercTTEHosteleria,"5,235","8,404",2459.83,Baja,-2.61,1.56,105
