,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_exp,aleatorio2_cuarta,Beneficio
352,0.48,0.56,14.8,0.044,0.94098,3.3,1.88,10.9,2,2.13,B,**,1.0,0.0,0.666703800090077,0.2513446980018019,10.89024460599892,27.938648357639487,11.26265768171878,9.42146160656003,1.0082866279277487,1.794118120769171,1.5116628393348999,1.7552418745871827,1.3645593560288818,0.5869685137576424,9.912677153288639,0.5593514767338053,1149
353,2.73,1.76,17.75,0.121,1.01162,2.74,0.48,8.8,2,1.0,M,**,2.0,0.0,0.710928642641836,0.10765129793855555,38.87227835563933,114.66184995980937,11.860509403023446,10.981565207631744,1.3975384345623159,1.5416119936536385,1.1062087583132072,1.5771272669780634,1.3645593560288818,1e-08,11.542192338180774,0.01879840882906389,313
354,0.32,0.31,-15.0,0.031,0.99235,3.38,0.24,9.2,3,1.6,M,Desc,3.0,7.6923076923076925,0.35302262494844294,0.5163028548491738,9.556416316846391,20.81865019706756,6.09023557425845,9.169855024448506,1.3221725540876723,1.8273443303330212,1.0165997009696814,1.6125713454780422,1.6712221139600012,0.16552384226119926,3.3679909131008534,9.964142960909742,719
355,0.35,0.34,66.5,-0.029,0.9944,1.86,0.39,12.4,3,1.17,M,**,1.0,0.0,0.798658171445875,0.5958228464798849,9.799874213475514,21.566660754236345,23.979001008636548,8.05272156146838,1.3308170032660043,1.0261410065724126,1.0735390746566091,1.8721201265800778,1.6712221139600012,0.013304413838902199,15.610135394997641,17.673305834086083,516
356,1.81,-1.11,2.1,0.064,0.94746,3.54,0.93,0.5,2,2.84,M,**,2.0,0.0,0.15528052714304952,0.2775323330004561,25.349075942941997,3.915764191129379,8.865400706406488,9.815198033188343,1.0654574295743062,1.892047103603954,1.2552397570063865,0.3760583864427968,1.3645593560288818,1.5561441213080858,1.7054166942876512,0.8315721447635133,599
357,-1.07,0.36,11.6,0.185,0.97708,2.56,0.13,17.4,3,3.75,MM,***,2.0,0.0,0.6387709529142189,0.10957252522380978,1.6341441820502725,22.080206604480747,10.631621441257442,12.369189815580997,1.2517128558135606,1.4511480733332796,0.9726820915456633,2.2176638312615835,1.6712221139600012,3.4758139102129473,9.004160464466244,0.02017752648473551,466
358,1.46,-1.03,7.3,0.035,0.99172,2.87,0.39,13.4,2,1.62,R,***,1.0,7.6923076923076925,0.37713405880958106,0.16918810340669954,20.96058871197403,4.302267740204514,9.812312753847019,9.24690974102574,1.3194815960822759,1.6037766921425323,1.0735390746566091,1.9461432599821955,1.3645593560288818,0.17673987775164726,3.6593778753963035,0.11478384828049289,783
359,-0.22,0.37,34.2,0.349,0.9773,4.85,-0.55,10.2,2,5.78,R,***,3.0,0.0,0.2261324111735209,0.454560386501195,5.697821499386788,22.34154720337408,15.477761914181492,16.30169531774416,1.2528155102494383,2.355887214803814,0.6475881381027402,1.6979476329630379,1.3645593560288818,10.500914839510852,2.1763260799274278,5.986325958009585,463
360,0.24,0.32,-42.8,-0.522,0.99225,3.39,2.11,15.7,1,1.0,R,****,2.0,0.0,0.8388859131801294,0.2767475606765384,8.922166332698326,21.065059055830158,2.687302691634182,1.6202947341927416,1.3217465142462417,1.83145522341968,1.5649767530708725,2.1065481657057696,0.9649150833430776,1e-08,17.927925884669587,0.8222042417089174,907
361,0.27,0.08,5.6,0.036,1.04576,3.03,0.06,4.7,3,5.93,R,***,3.0,0.0,0.09902583778829566,0.2956040736470672,9.157458189220398,15.882540463138678,9.497460229653347,9.266223794239941,1.5070788157148682,1.677126894100597,0.9436956666355133,1.152608846977683,1.6712221139600012,11.170287889366437,1.4052502011069785,1.0703123762726068,447
362,-0.57,0.32,2.2,-0.268,0.98952,4.15,0.44,12.7,2,1.74,MM,Desc,3.0,0.0,0.9814100769234475,0.5193873389164947,3.7268223917767322,21.065059055830158,8.883157542838177,4.322762882332582,1.3099530967383224,2.120693095076849,1.0918205002968915,1.8946307593709606,1.3645593560288818,0.2517567399018557,29.27811443890627,10.204423996418742,369
363,-0.34,0.36,92.0,0.035,0.95879,4.13,0.08,10.8,2,4.19,R,**,1.0,0.0,0.9336396359216232,0.18719144180574154,4.97509564616209,22.080206604480747,31.99970629052568,9.24690974102574,1.1476476122707822,2.113588733865849,0.9520635919835863,1.7471720168035931,1.3645593560288818,4.676985993037249,24.839714268100895,0.17203055455293761,669
364,0.2,0.3,2.5,0.046,0.95935,2.14,0.43,16.6,1,1.9,M,**,3.0,7.6923076923076925,0.641395002094069,0.14799041162362414,8.613207380731344,20.57512370979586,8.936534642870766,9.460472555919624,1.1512767844593228,1.2141299401288241,1.0881908542844756,2.166084257932611,0.9649150833430776,0.37236762065552176,9.085839575261067,0.06718096462531875,412
365,-0.555,0.15,49.5,-0.539,0.99494,4.98,0.02,10.0,1,1.0,B,**,1.0,0.0,0.3865533574225223,0.8419061482349368,3.8027449588658095,17.246094481452428,19.273629219551214,1.4858355497582612,1.3330662783386509,2.3970266390173824,0.9267467735982186,1.6812192600250566,0.9649150833430776,1e-08,3.7799417430059905,70.46213452803947,726
366,-0.44,0.31,-16.6,0.045,0.9986,2.19,0.5,8.3,3,4.52,M,**,3.0,0.0,0.3681791994033702,0.2637149149504896,4.410251785632154,20.81865019706756,5.8571476243794605,9.44095700642585,1.348019343387575,1.2447153009713434,1.113325991464476,1.5316691895548906,1.6712221139600012,5.694639874419219,3.54832628815888,0.6778980563934986,334
367,0.52,1.52,2.2,0.011,1.00939,3.25,1.18,16.2,3,3.3,B,**,2.0,0.0,0.715331974325031,0.5411669625528159,11.237311745132136,86.45223669861862,8.883157542838177,8.789417352272133,1.3894269347167956,1.7730355784127236,1.3293456933901255,2.139828283870531,1.6712221139600012,2.4313972242277697,11.71842963678752,12.026973645074136,869
368,1.29,0.78,9.1,-0.535,0.91559,4.52,0.55,7.6,2,1.46,MM,Desc,1.0,0.0,0.4399897921759437,0.05290679342325744,18.979429009856332,36.19327446871926,10.151282028477963,1.5169491145924212,0.42927538615763866,2.248077790863415,1.130900564047716,1.4656611587308273,1.3645593560288818,0.09730579277142398,4.543074590970731,0.0010941386739524697,175
369,0.23,1.89,-2.0,0.354,0.95196,3.31,0.5,8.4,1,2.86,B,***,2.0,0.0,0.44057670080678046,0.13938804882291012,8.84441621719989,133.6135222062194,8.152666183541925,16.430101995988004,1.100327181457344,1.79830496998237,1.113325991464476,1.540868095663781,0.9649150833430776,1.5901544544588324,4.552259871755052,0.05286520934353533,728
370,-0.52,0.18,-97.8,0.047,0.99164,3.27,0.62,15.9,2,1.23,R,***,2.0,0.0,0.1585214503772383,0.3505524510392586,3.982874817529352,17.865743719993063,1e-08,9.48000825504136,1.319138706747459,1.781498534913606,1.1549973471920165,2.1199229086086895,1.3645593560288818,0.024342047631078865,1.7245441328939035,2.1170787378251585,543
371,0.3,0.25,3.3,0.148,0.95765,2.63,-0.87,16.7,2,1.0,R,***,2.0,0.0,0.5085010363043484,0.2791385716767114,9.395812310782611,19.399560472804033,9.079655241699507,11.556904599945572,1.1401514103710952,1.4869826049002164,0.4481836967136657,2.1725986731254032,1.3645593560288818,1e-08,5.751022436468534,0.850995352603954,648
372,1.25,0.26,-35.4,0.031,1.02375,3.07,1.2,11.3,3,1.11,R,**,1.0,0.0,0.8612132460247219,0.5959067341021942,18.527564356015972,19.629173032280775,3.459028210427163,9.169855024448506,1.4393627172421486,1.694968540734454,1.3350435641352252,1.7871569506664755,1.6712221139600012,0.005575629707091469,19.359757908768486,17.68326205720716,462
373,-0.72,-0.03,1.1,0.048,0.98924,2.76,0.34,11.9,0,5.69,R,**,1.0,0.0,0.6348066553711174,0.7241721634148299,3.009702865187936,13.954321610101692,8.688809423850241,9.499564103791053,1.3087253575800581,1.5513379407977907,1.0549172050334579,1.833988510959719,0.01,10.109217558578596,8.88215373732481,38.56985040774656,684
374,-1.33,-0.45,10.7,0.062,0.9966,3.21,0.39,11.1,3,1.0,B,*,3.0,0.0,0.3791256047389888,0.5086897517932697,0.882120164066069,8.513026486252567,10.457420163806546,9.775461697222276,1.3399103485156791,1.7559873083691044,1.0735390746566091,1.7712712955134542,1.6712221139600012,1e-08,3.6845442178495444,9.389246294617829,711
375,0.25,1.67,4.7,-0.03,1.00246,2.09,0.33,12.0,4,1.44,R,**,1.0,0.0,0.03149201464801277,0.5830021091445937,9.00025669986789,103.14019020223,9.332852118579584,8.034717234071412,1.3632683466432007,1.182753923080478,1.0511508536422203,1.8416779958328868,1.9297524380738358,0.08903095697907905,1.1138309734239908,16.200401763638123,655
376,-0.44,-0.53,1.2,0.034,0.95931,2.36,0.54,11.9,3,1.88,B,**,3.0,0.0,0.5230457761429087,0.14871171293323837,4.410251785632154,7.748240296969319,8.706388609052723,9.227615837439496,1.1510186942672718,1.343507370623268,1.1274102719549604,1.833988510959719,1.6712221139600012,0.3560044856933934,6.046210551458753,0.06850087116557406,283
377,-1.09,0.48,12.8,-0.254,0.99808,3.23,0.64,9.8,3,1.65,R,*,3.0,7.6923076923076925,0.7106552908525179,0.4306870564118569,1.5681301405598222,25.42871931587405,10.866128216679968,4.509518521679878,1.3459250771872773,1.7645320327881149,1.1617768213000939,1.6643227560403107,1.6712221139600012,0.19425327466656206,11.531339598604955,4.824234383728289,593
378,0.96,0.16,-38.7,0.464,0.95227,3.22,1.39,2.6,2,1.57,M,*,3.0,7.6923076923076925,0.2887970370215732,0.30657645177368553,15.414356040307705,17.45021868830832,3.102862238282601,19.38249531418366,1.102610409777196,1.7602648553397768,1.3876131034920332,0.8573001411831166,1.3645593560288818,0.1493891327047702,2.7001068542082107,1.2383313555204414,129
379,0.34,0.23,6.3,-0.402,1.00647,5.26,1.07,4.2,2,1.1,M,*,3.0,7.6923076923076925,0.681511076405926,0.7892842731584728,9.71838132959468,18.948361625083457,9.626483607372048,2.735048330834931,1.37858600475208,2.483320932603506,1.297413505034252,1.089581224194536,1.3645593560288818,0.004609192735436374,10.43089436420451,54.42851594343765,428
380,2.73,0.07,10.1,0.053,0.9963,3.43,0.4,9.4,3,1.56,R,Desc,1.0,0.0,0.23929949403875017,0.23820096615595387,38.87227835563933,15.696754196914581,10.342085409370707,9.597645591958875,1.3386812226263198,1.8478073412981124,1.077222194412335,1.6300043890316513,1.6712221139600012,0.14419472116709198,2.27721040579103,0.45118715462389397,334
381,0.26,-0.24,-31.3,0.318,1.00656,3.49,0.52,9.4,3,2.84,B,Desc,3.0,0.0,0.06433524796730627,0.9894651227207263,9.078687318708582,10.899243527166563,3.928487140016745,15.516817405032615,1.3789239807961529,1.8720677266864976,1.1203929273743929,1.6300043890316513,1.6712221139600012,1.5561441213080858,1.2471134609982557,134.4379147267888,497
382,-0.3,-0.36,38.0,0.042,0.99607,2.97,1.44,12.2,2,1.79,R,***,3.0,0.0,0.3887204111259973,0.3348933391282892,5.210560237165622,9.464005871587682,16.38170954938457,9.382531255712264,1.337736594785014,1.650002732170333,1.4009998522657516,1.8569614439563957,1.3645593560288818,0.286920046646819,3.8082366720432725,1.7633434473766672,792
383,0.54,0.21,6.6,-0.045,0.9986,2.31,0.54,10.4,2,1.1,MB,***,1.0,0.0,0.5514878835783946,0.9305314635517175,11.412886824725508,18.50765685017808,9.682045817523873,7.767070278471831,1.348019343387575,1.3152214208885464,1.1274102719549604,1.7145127961874087,1.3645593560288818,0.004609192735436374,6.667946863963273,105.15678136540913,613
384,2.48,0.24,14.0,0.478,0.9982,3.45,2.29,11.1,2,2.86,B,**,3.0,0.0,0.41633171273403513,0.004132067050541588,34.912534316750474,19.172633809843806,11.103193169803069,19.775744340839292,1.3464092372577194,1.8559293731543727,1.60480420960736,1.7712712955134542,1.3645593560288818,1.5901544544588324,4.187849757970424,3.8539977488472614e-08,689
385,-1.01,-0.25,-3.9,0.441,0.98742,3.31,-0.36,7.8,1,5.07,R,****,1.0,7.6923076923076925,0.5983198234635299,0.8932962771086873,1.8403523466286729,10.771749455026212,7.832500695449932,18.745017008516736,1.3006595567550914,1.79830496998237,0.7495479918784109,1.4848200551641857,0.9649150833430776,7.613157903891553,7.834043489536027,89.30800625161143,796
386,0.89,0.23,1.5,-0.123,0.99021,3.15,0.49,12.0,1,1.33,M,*,3.0,0.0,0.4023767157053164,0.21328819488558604,14.70576367466427,18.948361625083457,8.759232755397694,6.448388809955815,1.312963949711394,1.7300999463636257,1.1097737067514437,1.8416779958328868,0.9649150833430776,0.05009110319663104,3.9914831717723898,0.29000003753085496,559
387,0.4,-1.14,-63.5,0.103,0.95355,1.16,0.42,9.3,3,5.12,R,**,2.0,7.6923076923076925,0.18156428906422317,0.8096447560348767,10.21244240794659,3.779951188470964,1.045228936121093,10.606166212078644,1.1118908640647744,0.01,1.0845479859349119,1.6213112983815463,1.6712221139600012,7.801355507428442,1.866867796343027,60.266239703693856,547
388,-0.58,0.28,49.7,-0.532,0.96223,2.6,0.32,0.5,2,2.21,R,***,3.0,0.0,0.7553672583127627,0.31861190294694564,3.67663266163959,20.096583377782547,19.32600199406626,1.5404958593115934,1.1694196399935608,1.471731791429015,1.0473702632020228,0.3760583864427968,1.3645593560288818,0.6730094514928773,13.44946943485246,1.4445837158033552,795
389,-0.66,-0.44,-16.6,0.035,0.96391,4.27,1.13,9.4,3,1.92,R,***,1.0,7.6923076923076925,0.31910796742403247,0.15926167917966982,3.2873638807030225,8.613786387650434,5.8571476243794605,9.24690974102574,1.1796248525256523,2.1628292602511485,1.3149573394892091,1.6300043890316513,1.6712221139600012,0.3890984055799129,2.9969735558674455,0.09011719799762212,522
390,0.14,1.81,51.2,0.114,0.9932,3.57,-0.67,20.2,3,1.12,R,**,3.0,7.6923076923076925,0.5792048391601093,0.3012708364678901,8.159976502914683,121.61006178590664,19.721062856101476,10.834800948684732,1.3257773734946576,1.9039340964511053,0.5773876852869672,2.389440178067654,1.6712221139600012,0.006633979169312284,7.335288507798425,1.1547926006117917,762
391,-0.57,0.68,10.9,0.045,1.00094,3.0,0.4,2.2,3,1.34,R,**,2.0,0.0,0.040700235759893455,0.7486711674017519,3.7268223917767322,32.17560686262553,10.49600720293519,9.44095700642585,1.3573248036148098,1.6636200941148012,1.077222194412335,0.7886111868731156,1.6712221139600012,0.0531715274512977,1.1496924196429545,44.06054434751083,592
392,0.35,0.23,-34.0,0.051,0.9934,4.27,-0.93,10.0,2,1.86,M,**,1.0,0.0,0.9516988804170364,0.5442834491783263,9.799874213475514,18.948361625083457,3.615973651323316,9.558352547807873,1.3266213070186355,2.1628292602511485,0.40592664477536333,1.6812192600250566,1.3645593560288818,0.340009000693528,26.43245440014535,12.306452755360327,237
393,0.22,0.29,7.4,-0.102,0.97225,3.15,-1.57,10.9,2,1.09,B,***,3.0,7.6923076923076925,0.015941894965285752,0.6527121601566771,8.76700635337258,20.334445877429346,9.830993376670579,6.791358883762185,1.2267348098353892,1.7300999463636257,-0.21100231379699735,1.7552418745871827,1.3645593560288818,0.0037346682543469988,1.0557922507052973,25.45373228601444,1030
394,-0.51,0.34,1.0,0.237,0.91473,3.11,-1.73,6.0,3,2.77,R,**,1.0,0.0,0.9247872847439909,0.5857379067431112,4.035106057693259,21.566660754236345,8.671248003770678,13.557406087459551,0.1,1.7126243281126927,-0.45091949476224114,1.3022821968250657,1.6712221139600012,1.4400031987332926,24.094398717620894,16.5066693546721,508
395,0.33,-0.58,7.4,0.368,0.99592,2.38,2.92,10.6,4,4.29,B,***,2.0,0.0,0.30475673620553856,0.8499449883720703,9.63722869738497,7.3055432530551085,9.830993376670579,16.79232059558911,1.3371194533747286,1.3546563853985376,1.7328954351807189,1.730919435530132,1.9297524380738358,4.974796020677332,2.852554292912982,73.19232262646726,600
396,1.09,1.26,34.3,0.1,0.96942,3.95,0.74,11.7,3,3.98,M,**,2.0,0.0,0.7885758062791015,0.7429489215422264,16.77454600803488,63.66684036725246,15.501221355070697,10.544234426100456,1.2113599155866979,2.0485410729801794,1.1950014462819223,1.818512000050223,1.6712221139600012,4.08150245067221,15.077794460963023,42.72874769854066,417
397,-0.71,0.32,-30.75,-0.923,0.998,2.96,1.11,16.1,3,1.0,MM,*,3.0,0.0,0.7640594454563013,0.7916810345599993,3.0551290719293,21.065059055830158,3.993735052981993,1e-08,1.3456020133022877,1.6454385684001003,1.3091435261752504,2.133213796704285,1.6712221139600012,1e-08,13.857863465088851,55.09270110901354,265
398,0.26,0.47,1.0,-0.283,0.99659,3.1,0.56,9.8,2,3.43,B,**,2.0,0.0,0.3359820470959327,0.399135469751836,9.078687318708582,25.131266472764896,8.671248003770678,4.127050098541234,1.3398694321191518,1.7082274893738423,1.134378716360675,1.6643227560403107,1.3645593560288818,2.713999802141374,3.1761608554837473,3.5583036064409836,604
399,0.695,0.55,109.9,0.368,1.07214,3.29,0.61,8.7,3,1.09,M,**,3.0,0.0,0.7105074801382554,0.722376088560296,12.819740324470738,27.611835580189897,38.3199775305555,16.79232059558911,1.5777965676957417,1.7899214780211197,1.1515902963988514,1.5681410760014236,1.6712221139600012,0.0037346682543469988,11.525475400469917,38.18859948515196,386
400,-0.7,1.36,-49.9,0.658,0.9954,2.8,0.44,8.1,2,1.4,R,**,1.0,0.0,0.8703169945623593,0.8508462263046892,3.10089553034179,71.61672001421489,2.0383093127558927,25.183615759120965,1.33497338709807,1.5706091626253484,1.0918205002968915,1.5131036125216777,1.3645593560288818,0.07358423528117781,19.975890900523126,73.50327653303322,552
401,0.14,0.57,25.4,-0.374,0.94102,2.07,0.43,12.6,0,1.09,R,*,1.0,0.0,0.7644276515358894,0.13073284176393107,8.159976502914683,28.26932928037026,13.482899337288384,3.036907532512691,1.0086704807020097,1.169967937586444,1.0881908542844756,1.8871570502615278,0.01,0.0037346682543469988,13.875434438758935,0.04090311218275315,560
402,0.475,0.19,19.4,0.042,0.99704,2.84,0.4,7.3,1,1.66,B,****,1.0,0.0,0.046290444614080606,0.006305951132954402,10.847243996737287,18.07720207484877,12.20164290790155,9.382531255712264,1.341706970761255,1.5896467773963707,1.077222194412335,1.4364437636760499,0.9649150833430776,0.20027489861933184,1.172024403337967,2.133912468373993e-07,845
403,0.24,0.29,11.4,-0.203,0.95508,3.31,0.45,8.1,2,1.91,M,*,1.0,0.0,0.5686980756726857,0.9181624310024138,8.922166332698326,20.334445877429346,10.592785690407911,5.223240644784561,1.1226875187160061,1.79830496998237,1.0954370196100445,1.5131036125216777,1.3645593560288818,0.3806870568724344,7.0747981509635816,99.67576523326983,254
404,-1.03,0.2,-41.7,0.06,0.95741,3.13,0.45,13.5,2,1.41,M,Desc,3.0,0.0,0.1868587080841727,0.035504322129669696,1.7702552850846978,18.291163243835214,2.7958630320384406,9.73580595976804,1.1385542776182698,1.7213843140988117,1.0954370196100445,1.9533912998620935,1.3645593560288818,0.07730804696980458,1.9011941556872654,0.00022139628172817386,101
405,0.62,0.6,33.8,-0.365,0.9986,3.64,-0.56,9.2,5,3.32,R,**,2.0,0.0,0.7114566706164356,0.8877715874243182,12.128797209944072,29.28504146851087,15.384101801853868,3.137288617535465,1.348019343387575,1.9313859221207013,0.6419226979001996,1.6125713454780422,2.1575230219663686,2.4738635065105625,11.563185279765442,87.11892895290207,435
406,0.27,2.9,10.6,-0.416,0.9962,5.26,2.13,10.5,3,1.35,R,****,3.0,0.0,0.2985205974189411,0.37056561411520816,9.157458189220398,438.5022434469692,10.438153291926604,2.5900427206155525,1.338270760639726,2.483320932603506,1.5694811712176473,1.722735647246309,1.6712221139600012,0.056343864196530126,2.7919879645604864,2.643636527338695,577
407,-0.98,0.21,10.5,0.031,0.98519,1.66,0.27,11.5,1,4.11,MM,Desc,3.0,16.666666666666664,0.14803491612644304,0.08848811449589467,1.948049826478089,18.50765685017808,10.418904185169584,9.169855024448506,1.2905675733887436,0.8672639099775816,1.0282498990893862,1.8029026402779156,0.9649150833430776,4.445355670245914,1.6634180152234415,0.008577700700877426,352
408,0.22,0.45,14.2,0.08,0.9992,3.88,-2.32,9.2,4,1.0,R,**,2.0,7.6923076923076925,0.6579671958164394,0.3049986862894951,8.76700635337258,24.546758463412502,11.14295270704447,10.135990267342752,1.3504237383898698,2.0226799032842147,-9.210340371976182,1.6125713454780422,1.9297524380738358,1e-08,9.61907810808999,1.2130306815528353,400
