ID,Beneficio,Compra,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
3041,726,1,0.4,0.18,9,0.051,0.9964,3.57,2.14,8.8,MB,2,***,3,1.12
3046,994,1,0.04,-0.27,10.6,-0.112,1.00996,3.27,-2.45,9.3,B,3,***,3,1.36
3047,848,1,0.19,0.27,1.6,0.054,0.94435,3.47,0.29,11,R,3,**,2,1.26
3051,0,0,0.27,0.77,2.9,0.047,0.9936,3.28,0.43,9.8,B,2,?,3,3.54
3054,366,1,0.31,-0.36,10.7,0.471,0.9977,3.85,0.43,8.7,M,3,**,3,2.67
3055,442,1,-0.64,0.26,-90.25,0.416,1.03664,2.24,2,19.4,M,4,*,3,1.27
3057,913,1,0.44,0.42,8.5,0.305,0.99197,3.32,0.46,12,b,3,**,1,3.57
3059,433,1,0.12,0.03,-30.2,0.136,0.99164,3.25,,16.1,B,1,?,1,2.76
3060,0,0,0.59,0.02,-45.9,,1.00765,2.75,,9.7,R,3,?,2,6.14
3061,1048,1,0.24,0.26,-43.7,-0.743,0.99316,3.44,0.51,10.4,B,4,***,3,5.02
3069,252,1,0.28,-0.21,99999,0.058,0.996,3.96,-1.17,22.3,M,5,**,1,2.9
3070,388,1,1.49,-0.79,63.2,0.05,1.01429,3.63,2.16,8.6,M,2,?,2,6.5
3075,0,0,0.03,1.4,0.1,0.07,0.99426,3.38,1.55,17.7,MM,4,*,1,4.93
3077,169,1,0.58,0.33,8.5,0.042,0.99546,3.74,0.6,10.4,mm,2,*,2,5.71
3079,671,1,0.3,-0.86,-16.6,0.028,1.04782,2.96,0.38,16.1,R,2,***,1,2.97
3081,470,1,0.26,0.15,1.3,-0.259,0.99354,3.14,0,14.2,R,1,?,2,1.12
3082,429,1,-0.83,0,2,0.084,0.95294,3.49,0.96,9.9,R,3,**,2,2.93
3084,0,0,0.36,0.45,-9.8,0.06,0.999,2.44,0.56,8.4,M,2,?,2,3.39
3085,304,1,0.18,0.33,-14.9,0.033,0.98946,2.92,0.85,10.5,MM,3,*,3,2.83
3086,420,1,2.65,-0.97,7.2,-0.484,0.96966,4.36,0.55,4,M,2,**,1,3.21
3087,439,1,0.42,0.58,54.4,-0.09,1.0003,,-0.52,11,B,2,*,2,1.08
3092,778,1,0.25,0.33,-21.7,0.556,0.95389,3.74,0.48,9.5,B,4,**,3,1
3094,507,1,1.38,1,19.6,-0.594,1.03921,3.33,2.1,12,R,4,***,1,5.22
3095,238,1,0.2,0.19,7.8,-0.253,1.05267,3.89,0.5,9.4,M,3,?,3,1.99
3102,0,0,1.27,-0.59,-50.4,0.076,1.00266,3.53,1.72,3.1,m,3,?,1,5.32
3106,342,1,0.17,0.8,2.6,-0.194,1.03606,2.46,0.72,9.1,MM,2,**,3,1.11
3119,0,0,2.19,2.58,-124.2,0.205,0.95373,3.48,0.49,112,b,4,?,,3.01
3121,0,0,0.5,0.14,-29.6,0.089,0.97483,3.19,1.6,9.6,R,8,?,2,5.26
3122,476,1,0.26,1.6,-22.5,0.034,0.99449,3.23,-1.25,17.7,R,1,***,3,5.07
3123,695,1,-0.76,0.49,8.65,0.114,0.95752,2.25,0.38,13.3,M,4,**,1,1.63
3125,0,0,-0.22,0.93,65.3,0.062,0.99374,3.97,-2.22,12.4,R,2,?,1,4.7
3127,1070,1,-0.6,0.23,99999,0.316,0.99062,2.39,0.57,13.4,B,3,***,2,5.71
3128,911,1,0.36,-1,-58.9,0.04,0.99173,3.33,1.53,12.2,R,3,***,1,1.04
3129,0,0,0.43,1.18,5.5,-0.056,0.9973,3.03,0.39,8.7,R,3,*,2,1.02
3130,0,0,1.49,0.55,2.7,0.53,1.0006,3.72,2.27,9.4,R,9,?,1,1.76
3131,0,0,-1.195,-0.85,2.6,0.451,0.95056,3.26,-0.49,14.4,B,4,?,3,3.68
3136,614,1,0.26,0.16,6,-0.223,0.98891,3.13,0.55,10.7,R,3,*,1,2.81
3137,0,0,0.59,-1.17,2.3,-0.318,0.9955,3.57,0.58,109,M,3,?,2,2.75
3138,0,0,0.43,-0.78,46,-0.119,1.01645,4.77,0.08,10.3,b,4,?,1,4.37
3142,873,1,0.42,0.17,4.3,0.397,1.02966,3.14,1.92,12.8,R,3,***,3,1.82
3144,348,1,-0.76,0.71,1.5,-0.539,1.02176,3.2,0.92,6.2,r,4,?,1,3.81
3145,705,1,0.21,0.26,11.7,-0.133,0.97504,3.02,1.5,9.7,M,2,**,1,1.13
3146,156,1,-0.8,-0.14,-29.7,,1.02701,2.76,0.78,9,M,2,**,2,1.4
3149,346,1,0.59,0.45,2.3,0.082,1,2.14,1.31,12.5,M,9,*,2,1.99
3151,1080,1,-0.32,0.27,2.6,0.024,0.9906,3.4,1.24,12.2,B,2,?,2,2.02
3155,0,0,1.32,0.31,99999,0.047,1.01009,3.65,,16,MM,3,?,3,2.26
3156,753,1,-0.65,0.31,-21.3,0.028,0.92255,,2.4,11.4,MM,3,*,3,2.25
3158,787,1,0.42,-0.76,2.1,-0.163,0.96591,3.27,0.77,5.5,r,6,*,2,3.74
3161,209,1,0.77,1.34,26.6,0.045,0.99595,2.04,-0.36,3.4,M,2,?,3,1
3162,626,1,0.57,-0.71,15.55,-0.076,1.02609,3.7,0.36,9.1,m,3,***,1,1.11
3163,777,1,0.23,0.39,4.8,0.032,0.99175,3.32,0.98,2,B,2,**,2,4.59
3164,794,1,1.16,0.49,5.8,0.294,0.9942,3.07,-0.21,115,B,2,***,2,5.76
3166,547,1,0.38,0.32,8.5,0.242,0.9932,3.38,0.81,7.9,r,3,***,2,2.59
3168,333,1,-1.07,0.3,2,0.053,0.994,3.54,-0.47,9.6,M,3,***,2,1.41
3171,664,1,0.52,1.99,-9.5,0.054,0.9648,3.1,1.67,11,R,2,**,1,3.25
3172,421,1,1.08,0.25,-10,-0.051,1.0001,4.47,-1.05,4.8,R,2,**,1,1
3176,687,1,0.13,0.28,5.7,0.038,1.02256,2.61,0.63,16,M,1,**,1,1.59
3180,769,1,1.195,0.65,-35.5,0.366,0.96606,2.85,1.05,5.5,R,1,***,2,8.8
3181,0,0,-1.09,0.3,5.7,0.369,0.9927,4.44,0.41,6.5,M,2,?,3,2.22
3183,996,1,-0.97,3.43,-28.8,0.038,0.99566,3.12,0.56,5.7,MB,4,**,1,2.01
3185,725,1,1.23,0.27,-85.7,0.051,0.994,4.43,0.09,16.9,B,2,****,3,2.42
3186,592,1,-0.17,-0.35,32.9,0.04,1.04353,2.17,-0.14,15.3,R,2,?,1,2.12
3191,991,1,-0.52,0.42,123.2,-0.158,1.0432,3.26,1.71,15.6,B,2,**,2,1.38
3194,0,0,0.42,1.02,99999,-0.471,1.01504,2.71,0.95,149,R,8,*,2,3.54
3196,186,1,1.45,0.52,3,0.19,1.0001,3.26,2.32,14.5,MM,7,?,3,4.65
3197,717,1,0.18,0.26,-61.9,0.186,1.01285,3.04,2.51,117,B,3,*,3,1.43
3198,269,1,1.43,1.9,15.2,0.06,0.99066,1.92,-0.45,12.4,MM,4,*,2,3.25
3204,425,1,-0.93,0.52,7.4,-0.126,0.90019,2.61,0.33,7.6,M,4,****,2,3.73
3207,0,0,0.26,0.26,-21.1,-0.23,1.01349,3.69,0.84,7.4,R,2,*,3,2.47
3208,0,0,0.35,0.18,2.1,-0.092,1.0834,3.52,0.73,9.5,R,3,?,1,1.82
3215,657,1,1.24,0.41,58.9,0.048,1.01449,3.09,2.74,112,m,2,**,1,1.04
3218,982,1,0.2,0.27,3.2,-0.448,1.00526,4.22,0.53,9.5,R,1,?,3,1.1
3219,414,1,0.32,-1.09,1.3,-0.262,1.02421,3.99,0.37,17.5,R,1,**,2,1.13
3222,431,1,0.34,-0.15,3.8,0.035,0.94741,3.09,0.34,12,M,2,**,1,2.83
3225,838,1,1.49,0.53,2.4,0.074,1.02345,2.18,-0.11,13.1,R,5,***,1,3.85
3230,254,1,0.36,0.28,6.7,0.185,1.02596,3.17,,3.9,M,2,?,1,1.45
3234,892,1,0.77,-0.24,4.8,0.193,0.97517,3.47,0.52,10.2,R,3,?,1,3.01
3236,495,1,-1.07,0,59.4,-0.912,0.99666,2.88,-0.64,15,M,2,**,1,1.34
3240,787,1,0.61,0.37,3.2,-0.18,0.99076,4.2,0.47,8.3,B,2,*,3,4.14
3241,842,1,-1.14,-0.78,14.2,0.01,0.95596,3.14,0.46,5.7,r,3,***,3,3.29
3247,707,1,-1.23,1.39,39.1,0.098,0.94591,4.01,0.51,9.7,R,2,**,3,1.09
3248,535,1,0.35,-0.74,6,0.21,0.96986,3.1,0.47,9.4,B,2,****,2,1.38
3250,0,0,0.53,0.64,3.5,0.103,0.99678,3.58,-0.91,15.4,B,4,?,2,4.45
3252,711,1,2.04,-0.09,4.6,0.022,0.98397,2.37,0.54,13.8,B,1,**,3,2.65
3254,0,0,0.6,0.49,2.8,0.254,0.97331,3.14,0.57,11.4,R,9,?,1,1.14
3255,0,0,0.62,1.44,32.3,-0.306,0.995,3.26,0.68,9.5,r,2,?,2,4.54
3256,0,0,0.83,0.35,-16.5,-0.11,0.99822,2.2,1.14,10.4,m,4,?,1,1.52
3258,0,0,0.28,1.92,-45.9,0.093,1.00989,2.2,-0.93,104,MM,4,?,1,1.43
3264,0,0,0.2,0.44,26.4,0.043,0.9932,1.33,0.75,6.2,R,3,*,2,1.22
3265,432,1,-0.35,1.94,4.2,0.047,1.06082,1.93,0.76,12.3,R,3,**,1,1
3266,404,1,-1.69,1.18,-23,0.583,1.02726,2.72,-0.45,8.8,B,3,*,2,1.35
3268,821,1,0.105,0.82,-11.4,0.035,0.95618,4.39,-0.11,7.6,R,2,**,2,1.23
3269,733,1,0.51,0.18,45.5,-0.399,0.99542,2.86,0.46,9.9,R,2,**,1,3.15
3270,758,1,0.04,-0.15,6.3,0.054,0.9964,2.7,0.54,10,R,3,*,1,1.52
3271,350,1,0.79,-0.97,-54.1,0.526,1.02538,3.03,0.95,8.9,r,3,*,1,1
3272,878,1,0.15,0.83,-17.9,0.058,0.9946,3.52,-1.25,8.4,R,2,?,1,3.58
3275,674,1,0.44,1.42,2.7,-0.107,0.9963,3.84,0.63,11.6,M,6,**,2,2.92
3279,148,1,0.915,-0.03,65.4,0.314,1.02225,3.53,-0.93,9.6,MM,3,*,2,1.36
3280,392,1,0.23,0.27,-30.3,,1.06356,4.35,1.61,12.9,MM,1,*,3,2.84
3282,214,1,0.68,1,1.5,0.386,0.99189,3.54,0.59,10.7,M,3,?,2,3.22
3284,200,1,2.1,1.36,2.1,0.034,0.98755,3.42,-1.02,5.3,R,3,*,3,2.48
3285,488,1,1.39,0.45,11.2,0.102,0.997,3.15,0.47,7.3,R,3,***,3,3.47
3288,749,1,-0.64,0.29,-112.1,-0.272,0.98084,3.36,0.55,12.9,R,2,?,3,4.38
3289,507,1,0.99,0.11,19.2,-0.418,0.97783,3.89,0.36,12.5,R,2,***,1,3.84
3296,773,1,0.08,0,21.1,0.032,1.02983,3.04,0.96,8.8,B,1,?,2,1.23
3299,371,1,0.84,2.62,12.4,,0.9991,3.07,0.64,10.5,M,4,*,3,2.45
3306,694,1,0.37,0.67,18.6,0.289,0.95372,3.06,0.56,7.2,r,3,**,1,1
3309,732,1,0.99,1.37,2.3,0.025,1.03419,3.42,-0.13,11,R,2,*,2,4.89
3310,598,1,0.21,0.29,-23.95,0.41,0.99112,1.84,-0.9,11.5,R,2,***,3,1
3311,766,1,-0.92,-0.24,1.6,0.032,0.9917,3.96,0.47,11.7,R,3,*,1,1
3312,634,1,0.67,0.34,2,0.06,0.9958,3.26,-0.21,10.1,r,4,*,2,1.81
3319,880,1,0.1,0.78,28.5,0.688,0.97518,3.04,-0.99,13.4,R,2,****,3,5.89
3323,895,1,0.27,-1.12,6.2,0.03,0.994,3.8,1.07,11.1,B,3,****,1,3.18
3324,695,1,-0.64,-0.02,-46.3,0.174,0.9941,2.47,-0.97,11.1,M,3,?,3,1
3325,0,0,0.705,0.1,49.7,0.084,0.9976,3.39,-0.68,9.7,R,4,?,3,3.69
3326,606,1,-0.97,-0.61,12.8,-0.172,0.98986,2.63,-2.71,18.4,R,2,?,1,1.36
3327,0,0,-0.55,0.49,-36,0.03,0.9902,2.26,0.49,5.9,R,2,?,1,1
3328,834,1,1.4,0.34,99999,,1.05518,3.87,0.48,13,B,1,**,3,1.99
3333,281,1,0.26,1.24,7.8,0.052,0.94662,4.29,0.47,8.9,M,2,**,1,3.3
3335,0,0,0.76,0.1,1.6,-0.109,0.97001,3.37,0.89,14.8,R,2,*,3,1.44
3339,0,0,1.045,0.03,-61.7,0.3,0.98189,3.07,-0.21,9.6,b,5,?,3,5.13
3340,0,0,0.29,0.12,11.5,0.002,0.95563,2.16,0.32,9,R,2,*,3,5.53
3341,619,1,0.26,0.27,18.2,0.048,1.04227,,,3.8,b,1,**,,2.62
3342,0,0,0.67,-0.32,-26.1,-0.29,0.99848,3.29,0.24,9.9,R,3,*,2,1.31
3344,373,1,0.75,1.18,-15.6,0.037,1.06121,3.24,0.93,11.1,M,3,*,3,1
3345,580,1,0.16,0.44,1.4,-0.265,0.9932,3.11,1.3,10.3,B,3,***,3,3.67
3347,0,0,-0.08,0.06,1.3,0.07,0.9942,3.17,-0.79,7.2,m,3,?,1,1.04
3353,594,1,0.26,-0.57,-68.5,0.478,0.9901,1.74,0.61,9.8,M,2,***,1,1.52
3354,757,1,1.45,1.41,61.1,-0.897,1.00332,2.27,1.53,9.3,R,2,**,2,6.2
3355,964,1,0.27,1.38,1.5,0.674,1.03369,3.32,,11.1,B,2,**,2,5.93
3357,0,0,1.02,1.51,99999,,0.993,3.37,0.55,11.5,mb,2,?,,1.6
3360,537,1,-0.32,0.56,7.7,-0.076,0.9959,3.1,0.47,4.5,r,2,**,1,2.56
3362,901,1,0.9,-0.74,1.3,0.055,0.97399,3.29,,9.6,B,3,***,3,2.76
3363,0,0,-0.43,-1.3,7.9,-0.14,0.99527,2.04,2.09,9.5,B,2,?,1,2.53
3366,1076,1,0.24,-1.16,1.3,0.167,1.00512,4.76,0.38,10.2,R,1,**,1,1.43
3368,575,1,1.82,0.34,8.3,0.052,0.99627,2.63,0.52,6.9,B,3,**,2,1.95
3369,721,1,-0.565,-1.18,5.9,-0.238,0.97712,2.93,1.45,10.2,R,5,**,2,1.88
3370,0,0,0.44,0.68,-56.8,0.114,0.997,2.01,-0.12,18.7,R,7,*,1,3.22
3372,460,1,0.74,0.52,14.6,0.553,0.99628,2.15,0.4,15.1,B,2,**,2,1
3379,500,1,0.31,0.34,2.8,0.042,0.94013,2.3,0.47,103,R,2,***,1,1
3393,750,1,1.17,0.27,65.7,-0.862,0.99807,3.25,-1.34,3.3,R,3,**,3,1.35
3403,414,1,-0.5,-0.61,-48.7,,0.9927,3.23,0.32,11.1,R,2,**,3,1.67
3409,0,0,-0.48,0.99,99999,-0.18,0.95524,3.68,0.73,8.1,M,3,*,3,4.29
3412,496,1,0.44,0.31,6.85,0.053,0.99587,3.31,0.59,17.3,R,3,?,3,1.44
3413,0,0,1.125,1.31,9.3,0.057,0.99438,3.83,0.41,9.5,B,1,?,2,3
3417,0,0,1.95,-0.64,99999,0.223,0.96598,3.49,,17.1,MM,5,*,3,1.26
3420,714,1,0.6,0.3,-45.7,0.135,1.00262,3.3,-1.31,105,R,3,***,2,1
3421,325,1,0.22,0.62,17.5,0.039,0.9994,3.24,0.02,17.9,m,2,*,1,1
3422,316,1,0.25,0.45,130.6,0.429,0.99064,3.59,0.48,2.4,MM,3,***,3,1.28
3424,744,1,0.17,-0.3,1.5,0.288,0.9938,3.27,0.49,9.6,R,2,***,2,1.56
3428,850,1,0.32,0.26,8.3,0.053,1.03267,3.25,1.23,13.8,B,2,**,2,1.09
3429,445,1,0.38,1.21,4.6,0.225,0.9931,4.04,0.38,10.2,M,2,**,3,2.76
3431,0,0,0.59,0.22,93.9,-0.224,0.99499,3.1,0.42,14.6,M,3,?,1,5.7
3436,0,0,0.58,-0.34,2.8,0.075,0.97784,2.87,-0.18,7.5,MB,5,?,1,1
3446,158,1,-0.91,-0.85,-112.7,0.007,0.99441,3.67,-0.35,9.8,m,2,*,3,2.32
3447,543,1,-0.63,0.52,9.4,0.532,0.97835,3.33,-0.26,9.8,r,2,**,2,1.66
3449,301,1,0.51,1.97,-27,-0.449,0.99335,3.09,0.51,12.8,R,4,?,1,5.77
3452,984,1,-0.6,0.3,43.8,-0.543,0.992,4.27,0.98,11.2,B,2,**,3,1.15
3453,403,1,1.19,0.46,6.2,0.056,0.9968,3.5,-0.28,135,B,2,**,3,2.98
3455,562,1,0.22,-1.24,26.7,0.04,1.0199,3.34,-0.57,10.7,R,2,**,3,6.47
3461,1186,1,0.44,0.9,1.2,0.036,0.991,,1.97,6.7,B,2,***,2,1
3463,0,0,-0.02,2.19,-28.6,-0.087,0.9989,3.31,2.17,10.1,R,1,*,,1.77
3467,461,1,0.29,1.58,69.3,0.063,0.9973,3.4,-0.81,9,R,2,*,2,1.2
3469,0,0,1.035,1.49,24.8,0.079,0.9976,3.3,-0.25,12.4,R,5,?,1,1.53
3471,444,1,0.2,1.4,5.9,,0.97757,2.1,-0.61,5.9,M,3,**,3,2.01
3474,0,0,-0.05,1.64,1.3,-0.278,0.993,3.07,0.55,17.2,M,3,?,1,3.06
3476,447,1,0.25,-0.86,54,0.036,0.97371,2.96,1.37,134,R,3,**,2,1.47
3480,304,1,0.48,0.93,9.4,,0.99714,2.56,0.61,15.4,R,3,**,3,1.98
3482,539,1,-1.15,-0.24,8.8,0.057,0.96661,3.17,2.01,9.1,B,2,***,1,2.08
3487,590,1,0.18,0.8,73.3,0.039,0.99678,3.28,1.9,9.2,M,2,**,1,1.08
3491,0,0,0.19,0.49,5.2,0.04,0.995,4.28,0.68,11.9,R,2,*,2,1.12
3492,543,1,0.39,0.23,13.7,0.084,0.99364,2.6,-0.72,8.7,MB,3,****,3,2.95
3495,0,0,0.73,0.26,67,-0.191,0.99409,3.38,0.4,11.5,R,1,*,1,1
3498,721,1,1.075,0.3,55.5,0.057,0.97347,3.44,,9.6,R,3,*,2,3.53
3501,997,1,0.23,0.15,7.5,0.04,0.9927,3.11,0.27,5.7,B,3,**,2,2.02
3503,0,0,0.27,0.53,38.8,0.882,0.9962,2.92,1.13,-1.6,B,5,?,2,3.08
3505,564,1,-1.25,0.77,49,-0.045,0.99436,2.64,0.39,9.9,b,3,**,1,4.04
3507,527,1,-1.18,0.4,38.9,-0.008,0.89455,3.3,0.96,9.8,M,3,**,1,2.31
3509,730,1,-0.03,1.41,5,-0.325,1.00542,2.5,,6,B,2,**,1,3.12
3511,0,0,0.17,0.32,-26.6,0.04,0.99182,2.84,-1.05,6.3,M,2,?,2,1.93
3512,135,1,-0.7,0.3,51.6,0.093,1.01178,2.96,0.34,10.4,MM,3,*,3,4.39
3513,689,1,2.225,0.53,1.9,0.064,1.0186,3.13,0.56,13.9,B,3,****,3,1.18
3521,369,1,1.57,1.62,-2.6,-0.152,0.9566,2.44,2.24,10.8,M,3,?,3,1.68
3523,958,1,0.34,-1.32,6,0.02,0.98981,3.79,0.29,14.7,R,2,**,1,2.94
3526,0,0,-2,-0.06,11.1,0.033,0.95486,3.14,0.46,10.3,B,4,?,2,2.19
3529,174,1,1.04,1.2,-24.7,0.434,0.9944,3.14,1.81,10.2,M,4,**,2,2.86
3531,0,0,0.255,0.33,1.2,0.25,0.99048,,0.66,11.3,m,1,?,1,4.32
3533,717,1,0.31,0.41,2.4,-0.11,0.99492,3.5,2.71,9.3,R,3,**,,1
3534,536,1,0.16,1.55,-31.8,-0.169,0.97188,2.49,-1.04,11.1,b,2,***,2,1.56
3538,401,1,0.36,1.19,59.5,0.046,0.9934,3.22,0.41,10.2,R,1,?,1,1.19
3549,539,1,1.5,0.23,56.2,0.483,0.9936,4.16,0.43,9.8,B,2,**,3,3.13
3551,173,1,0.56,1.24,49.3,-1.085,0.96113,3.03,1.32,16,MM,3,?,3,1
3554,416,1,-0.385,-0.73,1.3,-0.954,0.99212,3.47,-1.06,10.5,R,0,**,3,2.12
3555,769,1,0.23,0.35,-10.7,0.034,0.93966,3.75,0.4,15.9,R,2,?,1,4.35
3558,0,0,0.37,0.25,27.3,0.028,1.00226,4.09,,11.7,R,2,?,3,1.91
3559,545,1,0.69,1.16,69.3,0.037,0.99884,3.26,0.57,8.4,r,2,**,3,1.69
3561,490,1,-0.84,-1.14,55.9,0.071,0.97633,3.1,0.92,11.5,M,1,**,2,1.77
3565,234,1,0.82,0.24,45.4,-0.069,0.98459,0.94,0.49,14.8,m,3,*,2,2.04
3569,699,1,0.3,-0.22,13.6,0.372,0.9976,4.25,0.37,9.6,R,3,**,1,1.55
3571,750,1,0.3,0.34,-25.7,-0.146,0.94035,3.2,-0.1,14.9,R,1,*,1,5.7
3572,314,1,-0.29,0.3,99999,0.053,0.9965,2.47,2.71,3.6,r,3,?,1,3.28
3575,0,0,-0.9,-1.08,-37.3,-0.454,0.9932,1.5,,17,r,0,?,2,3.83
3576,789,1,0.23,0.42,63.9,0.362,0.98487,3.46,0.26,133,B,2,**,3,1
3580,336,1,1.31,0.49,89.9,-0.035,1.01695,3.07,-1.52,7.7,M,3,*,3,1.36
3586,366,1,0.22,0.33,91,0.069,0.97734,3.2,,11.4,M,3,**,3,5.39
3589,419,1,-0.85,0.56,-53.7,0.156,0.9981,3.1,-0.77,9.2,R,2,***,3,2.95
3591,347,1,0.345,1,18.2,0.106,0.978,3.42,0.43,9.6,R,5,?,3,3.71
3594,591,1,-0.73,0.28,14.7,0.051,0.97074,3.11,-0.06,2.8,R,2,***,1,1.66
3597,443,1,0.28,0.23,10.4,0.107,0.99754,3.53,1.37,0.6,r,2,**,3,3.01
3600,469,1,0.24,0.12,7.1,-0.224,0.99246,3.95,,11.4,R,2,*,2,3.28
3603,985,1,-0.08,0.3,-19.4,-0.445,0.93977,2.1,0.31,12.3,R,3,*,2,2.59
3605,443,1,0.99,0.35,-105.7,0.038,0.9912,3.09,0.53,12,M,2,**,2,3.91
3606,0,0,0.3,0.28,-38.5,0.042,0.95523,3.2,0.65,11.4,R,3,*,2,2.01
3607,0,0,-0.63,0.28,-52.6,0.039,0.9436,3.44,,12.3,B,2,?,1,3.97
3613,718,1,0.24,0.38,4.3,0.044,0.996,2.08,1.85,10.8,R,4,***,1,2.63
3616,0,0,0.69,0.07,2.5,,0.96047,,0.6,11.3,M,3,?,1,1.7
3619,209,1,0.53,1.2,0.9,,0.99234,3.24,0.35,21.6,R,2,*,1,6.31
3620,800,1,1.09,0.34,99999,1.043,0.989435,2.96,,12,b,2,***,1,2.39
3623,350,1,-1.15,0.37,14.3,,0.9978,1.11,0.38,9,M,3,**,1,4.44
3624,0,0,0.52,-1.11,2.5,0.091,0.9976,3.01,1.21,10.7,B,4,?,3,2.76
3625,792,1,0.46,0.24,16.3,0.051,0.95441,1.47,1.13,10.5,B,2,****,3,2.49
3626,776,1,1.23,0.31,31.6,-0.288,0.95372,3.03,-0.7,18,R,3,***,,2.82
3627,311,1,0.39,1.06,38,0.579,0.97257,3.28,1.63,12.7,M,1,**,2,1.11
3630,0,0,0.4,0.49,1.1,0.543,0.9929,3.01,0.42,9.3,M,3,?,3,2.2
3631,0,0,0.33,1.13,8.7,0.099,0.99034,2.64,0.57,9.5,R,3,?,2,1.74
3632,0,0,0.78,-0.54,-53.4,0.181,0.9978,,0.46,9.6,M,4,?,3,1.77
3635,354,1,0.17,-1.29,56.4,0.057,0.99425,3.91,,10.7,m,2,*,1,1.6
3637,344,1,-1.14,0.18,5.1,0.371,1.01421,2.67,1.15,9.2,R,2,*,2,2.11
3639,0,0,0.21,-0.48,99999,-0.567,0.99215,3.17,1.25,10.8,B,3,?,1,1.53
3640,293,1,0.23,-2.71,0.9,0.478,1.01891,3.16,0.14,12.2,M,1,*,2,1.25
3643,0,0,-0.63,0.47,-2,-0.048,1.00009,4.02,0.56,11.6,R,4,?,2,1.85
3644,430,1,-1.12,-1.08,-43.6,-0.093,0.97248,2.73,1.51,11.5,R,2,**,3,1.3
3646,442,1,0.31,0.73,14.35,0.46,0.95984,1.94,0.88,13,R,5,**,2,1.29
3648,0,0,0.74,-0.97,5.1,-0.163,0.9945,3.92,0.28,9.5,R,2,?,3,1.04
3650,537,1,1.43,1.37,37.1,1.135,0.95075,3.26,0.69,7.7,B,3,*,2,1.85
3651,285,1,1.6,-1.48,2.7,-0.4,0.9932,4.16,3.73,15,M,1,?,1,1.51
3655,391,1,-1.05,0.22,1.3,0.049,1.032,4.21,0.43,14.2,R,1,***,2,1
3657,971,1,0.28,-0.48,-47.3,0.498,0.9896,3.2,1.04,12.8,R,1,***,2,5.37
3658,378,1,0.335,0.14,1.3,0.627,0.99212,3.23,0.46,10.8,M,0,*,1,2.89
3661,479,1,-0.19,0.22,-127.1,0.048,1.03545,2.64,1.89,10.1,R,2,*,2,1.08
3663,401,1,0.23,0.3,6.95,0.044,0.99339,3.6,0.56,10.6,M,2,*,1,2.49
3667,529,1,0.23,-0.9,-44.5,-0.529,0.96511,3.22,0.35,17.1,M,3,?,1,5.42
3668,573,1,0.76,-0.9,1.6,-0.107,1.03642,3.17,-0.47,106,b,2,***,3,1.95
3670,652,1,0.31,0.34,99999,0.585,0.99243,3.3,0.43,13.6,B,2,**,3,1.79
3679,211,1,-1.11,1.75,-13.9,0.061,1.03803,3.08,0.28,9.4,M,4,*,3,2.12
3682,670,1,1.56,0.23,7.7,0.037,0.99021,4.49,-0.44,6.4,R,1,?,2,3.71
3684,0,0,2.01,0.55,25.6,0.037,0.99184,3.26,0.38,10.7,R,1,*,1,2.14
3685,0,0,0.43,1.37,50.1,0.07,0.9972,3.21,-0.66,11,m,7,?,3,2.01
3688,718,1,0.22,-1.22,-29.3,0.642,1.04558,3.25,-1.2,10.2,R,3,***,3,3.62
3689,922,1,0.29,0.29,99999,-0.352,1.02857,3.17,2.31,12.8,R,2,**,3,1.38
3694,772,1,-0.32,-0.97,64.9,-0.241,0.98111,3.97,-0.35,103,B,2,****,1,1.6
3700,737,1,0.96,0.01,8.1,-0.401,0.98698,2.07,0.38,10.4,MM,3,**,2,1.42
3702,0,0,-0.78,0.46,1.6,0.095,0.99488,2.75,0.56,11.3,R,5,?,1,2
3704,671,1,-0.38,0.23,11.8,0.417,0.98907,3.41,-0.1,11.8,R,1,?,2,2.64
3706,723,1,0.48,0.69,2.9,0.392,0.98317,2.83,0.05,19.8,R,3,***,1,5.23
3711,0,0,1.36,0.83,27.5,0.338,0.97776,,0.85,8.4,B,4,*,2,1.88
3712,1155,1,0.89,1.43,1,0.04,0.98886,2.43,,13.1,R,2,***,2,1
3717,735,1,-0.22,0.73,-8.3,0.569,0.98982,3.22,0.39,6.2,B,2,**,3,3.59
3719,781,1,1.6,0.09,-37.8,,0.99889,3.42,4.21,5.2,B,2,****,1,3.25
3720,597,1,0.39,0.32,-16,-0.039,1.02969,3.26,0.38,16,mm,1,*,1,1.94
3721,0,0,0.48,1.16,48.8,0.088,1.04088,2.86,0.35,127,M,3,*,2,1.7
3724,0,0,1.94,0.14,2,-0.336,1.02953,3.28,0.6,11.5,R,2,**,1,1.34
3727,757,1,-0.91,0.65,14.4,-0.396,0.9994,1.67,0.82,139,M,3,***,1,4.84
3730,523,1,0.82,0.27,12.15,0.033,0.94904,2.63,-0.57,134,M,4,*,1,1.26
3732,592,1,0.16,0.5,-27.1,0.57,0.99226,3.27,,8.6,M,2,***,2,3.69
3733,724,1,-0.24,-0.03,47.7,,1.0004,3.87,2.82,2.9,R,4,*,3,1.05
3734,0,0,2.95,0.4,12.7,0.412,0.99583,4.21,0.12,9.3,R,2,*,2,2.77
